Gene stable ID	Gene name	NCBI gene ID
ENSRNOG00000011369	Kcns2	3788
ENSRNOG00000009113	Marcksl1	65108
ENSRNOG00000009899	Skil	6498
ENSRNOG00000032293	Polg	5428
ENSRNOG00000046718	Olr164	79473
ENSRNOG00000018414	Csf1r	1436
ENSRNOG00000023605	Ncbp1	4686
ENSRNOG00000014675	Pi4k2a	55361
ENSRNOG00000042692	AABR07027750.1	6568
ENSRNOG00000046455	Zik1	284307
ENSRNOG00000048615	Olr1365	4992
ENSRNOG00000002705	Vps4b	9525
ENSRNOG00000005420	Abcg8	64241
ENSRNOG00000017699	Mill1	100507436
ENSRNOG00000020175	Rnf121	55298
ENSRNOG00000016654	Galr1	2587
ENSRNOG00000012878	Atp7b	540
ENSRNOG00000016099	Id4	3400
ENSRNOG00000011158	Ppp2r2a	5520
ENSRNOG00000018262	Ampd3	272
ENSRNOG00000060146	Six5	147912
ENSRNOG00000002643	Ugdh	7358
ENSRNOG00000058590	AABR07034739.2	3543
ENSRNOG00000006620	Xcr1	2829
ENSRNOG00000020073	Pcdhb8	26167
ENSRNOG00000024809	Ntmt1	28989
ENSRNOG00000029046	AABR07035357.1	219333
ENSRNOG00000016436	Prl4a1	5617
ENSRNOG00000021911	Camlg	819
ENSRNOG00000020203	Ptpn20	26095
ENSRNOG00000017164	Afap1l2	84632
ENSRNOG00000050668	Olr158	387748
ENSRNOG00000001219	Tspear	54084
ENSRNOG00000002115	Sod1	6647
ENSRNOG00000031495	Tmem170b	100113407
ENSRNOG00000030613	Olr1186	125958
ENSRNOG00000011435	Osbpl10	114884
ENSRNOG00000008622	Creb5	9586
ENSRNOG00000009419	Ptprg	5793
ENSRNOG00000023372	Odam	54959
ENSRNOG00000000638	Zfp365	22891
ENSRNOG00000013654	Cbln2	147381
ENSRNOG00000039463	Pcdhga1	56114
ENSRNOG00000016742	Prl7b1	5617
ENSRNOG00000002917	Sec14l5	9717
ENSRNOG00000012186	Golph3	64083
ENSRNOG00000021581	Rapgef2	9693
ENSRNOG00000022248	Fbxl16	146330
ENSRNOG00000000826	Flot1	10211
ENSRNOG00000061215	Crym	1428
ENSRNOG00000010720	Mast4	375449
ENSRNOG00000049279	Klk1c8	3816
ENSRNOG00000048509	Ubxn6	80700
ENSRNOG00000045931	Sik3	23387
ENSRNOG00000004509	Eapp	55837
ENSRNOG00000039455	Pcdhgb6	56100
ENSRNOG00000027859	Tmem26	219623
ENSRNOG00000009378	Rpl4	6124
ENSRNOG00000008040	Pimreg	54478
ENSRNOG00000004908	Smc6	79677
ENSRNOG00000010423	Misp	126353
ENSRNOG00000052080	Camk2b	816
ENSRNOG00000001890	Txnrd2	10587
ENSRNOG00000004426	Rps27a	6233
ENSRNOG00000020130	Arhgef1	9138
ENSRNOG00000039760	Olr1373	4992
ENSRNOG00000037613	Kdm6b	23135
ENSRNOG00000004510	Slc35b1	10237
ENSRNOG00000020674	Rpl27	6155
ENSRNOG00000045998	Sema6b	10501
ENSRNOG00000029237	Klk1c2	3816
ENSRNOG00000016483	Myo16	23026
ENSRNOG00000017007	Prl2b1	5617
ENSRNOG00000033498	Cib1	10519
ENSRNOG00000017374	Prl	5617
ENSRNOG00000018503	AC098008.1	598
ENSRNOG00000049115	Ccr5	1234
ENSRNOG00000009430	Gnl2	29889
ENSRNOG00000028155	Dnaaf2	55172
ENSRNOG00000053889	Celsr3	1951
ENSRNOG00000020713	Osbpl5	114879
ENSRNOG00000017900	rnf141	50862
ENSRNOG00000052038	Haus8	93323
ENSRNOG00000020035	Cyp17a1	1586
ENSRNOG00000020275	Ccr10	2826
ENSRNOG00000021221	Pced1a	64773
ENSRNOG00000043106	Btbd18	643376
ENSRNOG00000005052	Slc39a9	55334
ENSRNOG00000010894	Tmem203	94107
ENSRNOG00000003643	Tab3	257397
ENSRNOG00000039850	Pigp	51227
ENSRNOG00000037638	Timm50	92609
ENSRNOG00000014565	Lcmt1	51451
ENSRNOG00000048025	Cstf2	1478
ENSRNOG00000055986	AC128789.1	153657
ENSRNOG00000013890	Crx	1406
ENSRNOG00000028902	Spink14	408187
ENSRNOG00000020742	Pcnx3	399909
ENSRNOG00000008314	Orc3	23595
ENSRNOG00000001926	Cldn1	9076
ENSRNOG00000014064	Ctsh	1512
ENSRNOG00000024907	Tnrc6b	23112
ENSRNOG00000012654	Vps36	51028
ENSRNOG00000019629	Lamp1	3916
ENSRNOG00000009617	Exoc7	23265
ENSRNOG00000003258	Cdc73	79577
ENSRNOG00000000846	Ly6g5c	80741
ENSRNOG00000016073	Taar1	134864
ENSRNOG00000024000	Cd22	933
ENSRNOG00000018229	Slc45a1	50651
ENSRNOG00000013171	Grm2	2912
ENSRNOG00000009078	Mrpl37	51253
ENSRNOG00000033799	Olr414	138883
ENSRNOG00000030927	Grid2ip	392862
ENSRNOG00000007829	Lactb2	51110
ENSRNOG00000028100	Pex11g	92960
ENSRNOG00000019778	Cavin1	284119
ENSRNOG00000016275	Ttr	7276
ENSRNOG00000024567	E130309D02Rik	79034
ENSRNOG00000032917	Zfand2a	90637
ENSRNOG00000053992	Olr1633	390442
ENSRNOG00000024456	Radil	55698
ENSRNOG00000001962	Fam3b	54097
ENSRNOG00000050023	Crybb2	1415
ENSRNOG00000011006	Stoml3	161003
ENSRNOG00000028674	Fbxw5	54461
ENSRNOG00000028534	Zfp518b	85460
ENSRNOG00000024019	Ccdc6	8030
ENSRNOG00000012480	Pxylp1	92370
ENSRNOG00000032156	Prss1	5646
ENSRNOG00000046079	Olr774	81399
ENSRNOG00000046079	Olr774	441308
ENSRNOG00000012736	Sssca1	10534
ENSRNOG00000002800	Gdpd2	54857
ENSRNOG00000037340	Epha10	284656
ENSRNOG00000022162	Pbx3	5090
ENSRNOG00000029441	Klhl2	11275
ENSRNOG00000056612	Unc13c	440279
ENSRNOG00000017601	Srd5a1	6715
ENSRNOG00000010533	Arfip1	27236
ENSRNOG00000038622	Zfp628	89887
ENSRNOG00000012189	Lect2	3950
ENSRNOG00000050585	Pgam1	5223
ENSRNOG00000009180	Xkr7	343702
ENSRNOG00000000848	Gpank1	7918
ENSRNOG00000011875	Slc2a2	6514
ENSRNOG00000042195	Pabpn1	8106
ENSRNOG00000018712	Camk2a	815
ENSRNOG00000027099	Fbxl2	25827
ENSRNOG00000001928	Il1rap	3556
ENSRNOG00000018516	Impa2	3613
ENSRNOG00000022533	Micall2	79778
ENSRNOG00000056992	LOC100912314	3452
ENSRNOG00000056992	LOC100912314	3441
ENSRNOG00000052541	LOC103690023	146853
ENSRNOG00000006435	Tor1b	27348
ENSRNOG00000013468	Prxl2b	127281
ENSRNOG00000018420	Slc22a7	10864
ENSRNOG00000000384	Atoh7	220202
ENSRNOG00000060817	Stam	8027
ENSRNOG00000012163	Plekhm2	23207
ENSRNOG00000009358	Osgin2	734
ENSRNOG00000057826	AABR07040412.1	1730
ENSRNOG00000002833	Gsk3b	2932
ENSRNOG00000000610	Cisd1	55847
ENSRNOG00000011945	Cyfip1	23191
ENSRNOG00000018845	Snapc4	6621
ENSRNOG00000012791	Ajuba	84962
ENSRNOG00000045999	Tnfaip8l1	126282
ENSRNOG00000011871	AABR07066180.1	8850
ENSRNOG00000016103	Nkd2	85409
ENSRNOG00000010134	Acot2	641371
ENSRNOG00000010134	Acot2	10965
ENSRNOG00000028219	Tmem209	84928
ENSRNOG00000013271	Ireb2	3658
ENSRNOG00000027263	Tmem267	64417
ENSRNOG00000010149	Cmc1	152100
ENSRNOG00000053450	Myadm	91663
ENSRNOG00000052545	LOC100909461	140883
ENSRNOG00000003614	Mgat5	4249
ENSRNOG00000008194	Znfx1	57169
ENSRNOG00000047513	AABR07047789.1	23195
ENSRNOG00000055102	AABR07038795.1	158809
ENSRNOG00000000609	Ipmk	253430
ENSRNOG00000047837	Olr922	283365
ENSRNOG00000046912	Nr1d2	9975
ENSRNOG00000009997	Erap1	51752
ENSRNOG00000012738	Eif3m	10480
ENSRNOG00000023720	Ntm	50863
ENSRNOG00000028768	Gbp4	2635
ENSRNOG00000003682	Hook2	29911
ENSRNOG00000025290	AABR07038029.1	389840
ENSRNOG00000020118	Nme5	8382
ENSRNOG00000007292	Spdl1	54908
ENSRNOG00000018892	Hcrt	3060
ENSRNOG00000007043	RGD1305089	9692
ENSRNOG00000010126	Riox1	79697
ENSRNOG00000016413	Pstpip1	9051
ENSRNOG00000003470	Fundc1	139341
ENSRNOG00000018903	Pik3r1	5295
ENSRNOG00000013073	LOC100911681	404203
ENSRNOG00000027564	Tsga10ip	254187
ENSRNOG00000014882	Fgf11	2256
ENSRNOG00000024972	Cox10	1352
ENSRNOG00000052111	Sugp1	57794
ENSRNOG00000018232	Srf	6722
ENSRNOG00000003705	Bmx	660
ENSRNOG00000036888	LOC691189	388381
ENSRNOG00000020263	Atp1a3	478
ENSRNOG00000012811	Spint1	6692
ENSRNOG00000047394	Ufd1	7353
ENSRNOG00000016835	Sycp1	6847
ENSRNOG00000033173	Fam71e2	284418
ENSRNOG00000059061	Uqcr10	29796
ENSRNOG00000028801	Gsap	54103
ENSRNOG00000000840	Atp6v1g2	534
ENSRNOG00000023404	Slc9b2	133308
ENSRNOG00000018615	Cenph	64946
ENSRNOG00000047986	Sult2a2	6822
ENSRNOG00000001700	Whrn	25861
ENSRNOG00000020400	Mef2b	4207
ENSRNOG00000020400	Mef2b	100271849
ENSRNOG00000003844	Dhx15	1665
ENSRNOG00000031108	Olr1635	390442
ENSRNOG00000009035	Malsu1	115416
ENSRNOG00000001239	Ddt	100037417
ENSRNOG00000002101	Paics	10606
ENSRNOG00000009286	Noxa1	10811
ENSRNOG00000039260	RGD1563060	389336
ENSRNOG00000024310	Kcnf1	3754
ENSRNOG00000060120	Selenoo	83642
ENSRNOG00000011296	Cenpn	55839
ENSRNOG00000032261	Cyp2d4	1565
ENSRNOG00000032261	Cyp2d4	107987478
ENSRNOG00000032261	Cyp2d4	107987479
ENSRNOG00000051238	Mphosph8	54737
ENSRNOG00000039856	Lrrc73	221424
ENSRNOG00000016831	Serpinh1	871
ENSRNOG00000001113	Mmd2	221938
ENSRNOG00000053869	Ppp1r3d	5509
ENSRNOG00000019338	Dll3	10683
ENSRNOG00000019369	Slx1b	79008
ENSRNOG00000003747	Asna1	439
ENSRNOG00000012730	Lrrk1	79705
ENSRNOG00000032150	Adcy2	108
ENSRNOG00000021032	Sphk2	56848
ENSRNOG00000025711	Spout1	51490
ENSRNOG00000003261	Usp9x	8239
ENSRNOG00000058663	Suz12	23512
ENSRNOG00000029826	Cep164	22897
ENSRNOG00000019127	Zfp606	80095
ENSRNOG00000016315	Cnpy3	10695
ENSRNOG00000012209	Cdadc1	81602
ENSRNOG00000004670	Ddx56	54606
ENSRNOG00000016789	Actr1b	10120
ENSRNOG00000016093	Hyal3	8372
ENSRNOG00000015550	Ptgds	5730
ENSRNOG00000015237	Gle1	2733
ENSRNOG00000019735	Dph2	1802
ENSRNOG00000004482	Ccdc88c	440193
ENSRNOG00000016269	Rpl7l1	285855
ENSRNOG00000037167	Rtp3	83597
ENSRNOG00000017852	Nars	4677
ENSRNOG00000009233	Ankrd49	54851
ENSRNOG00000006813	Sumf1	285362
ENSRNOG00000022681	RGD1561113	79095
ENSRNOG00000000172	Sqor	58472
ENSRNOG00000006199	Ispd	729920
ENSRNOG00000032063	Gfral	389400
ENSRNOG00000005542	Apob	338
ENSRNOG00000036880	Arl5c	390790
ENSRNOG00000017508	Kmt5c	84787
ENSRNOG00000032844	RT1-Da	3122
ENSRNOG00000027540	Fam102b	284611
ENSRNOG00000027109	Odf3l1	161753
ENSRNOG00000009722	Chd3	1107
ENSRNOG00000012486	Prim2	5558
ENSRNOG00000012645	Mecom	2122
ENSRNOG00000001786	Snx4	8723
ENSRNOG00000050492	LOC100911807	84126
ENSRNOG00000021029	Hamp	57817
ENSRNOG00000045593	LOC100909830	167227
ENSRNOG00000046050	Dennd1c	79958
ENSRNOG00000049389	Olr818	79541
ENSRNOG00000043189	Trub2	26995
ENSRNOG00000021794	Znhit2	741
ENSRNOG00000012923	Rprd1b	58490
ENSRNOG00000021334	Lag3	3902
ENSRNOG00000006261	Papolg	64895
ENSRNOG00000027433	LOC100910708	57016
ENSRNOG00000016327	Mcee	84693
ENSRNOG00000026114	Ap5b1	91056
ENSRNOG00000029012	Shisa6	388336
ENSRNOG00000012419	Zscan29	146050
ENSRNOG00000061316	LOC102547056	135250
ENSRNOG00000061883	Aqp9	366
ENSRNOG00000047988	Bola2	552900
ENSRNOG00000018938	Mkx	283078
ENSRNOG00000007002	Lif	3976
ENSRNOG00000020730	Nbr1	4077
ENSRNOG00000034037	Zfp266	10781
ENSRNOG00000003813	Kcnk10	54207
ENSRNOG00000018510	Cdk7	1022
ENSRNOG00000005690	Lmcd1	29995
ENSRNOG00000016870	Pcif1	63935
ENSRNOG00000028982	Mrgprb3	117195
ENSRNOG00000028982	Mrgprb3	117196
ENSRNOG00000061088	Atf1	466
ENSRNOG00000043061	Siah3	283514
ENSRNOG00000016512	Sema3b	7869
ENSRNOG00000028090	Arhgef18	23370
ENSRNOG00000006478	Gja10	84694
ENSRNOG00000016716	Armc3	219681
ENSRNOG00000020390	Tmem161a	54929
ENSRNOG00000013238	LOC103693210	28978
ENSRNOG00000010685	Tbx18	9096
ENSRNOG00000019473	Dcun1d2	55208
ENSRNOG00000027376	Il17rc	84818
ENSRNOG00000018991	Gsn	2934
ENSRNOG00000016460	Clu	1191
ENSRNOG00000019039	Inpp5e	56623
ENSRNOG00000022432	Tmem59l	25789
ENSRNOG00000007663	Rps6	6194
ENSRNOG00000049895	LOC100910143	54872
ENSRNOG00000028108	Cytl1	54360
ENSRNOG00000038721	AABR07067274.1	642623
ENSRNOG00000023317	Colgalt1	79709
ENSRNOG00000017681	Lim2	3982
ENSRNOG00000021046	Sult2b1	6820
ENSRNOG00000032018	Tmem200b	399474
ENSRNOG00000017702	Gpld1	2822
ENSRNOG00000015137	Spata6l	55064
ENSRNOG00000016584	Mamdc4	158056
ENSRNOG00000006747	Cc2d1a	54862
ENSRNOG00000012912	Fgf17	8822
ENSRNOG00000007931	Gucy2d	3000
ENSRNOG00000020692	Tmem216	51259
ENSRNOG00000011895	LOC691143	6289
ENSRNOG00000011895	LOC691143	6288
ENSRNOG00000025296	Lrrc8a	56262
ENSRNOG00000037884	Oxgr1	27199
ENSRNOG00000053727	AABR07064218.1	28974
ENSRNOG00000031849	Armh4	145407
ENSRNOG00000017193	Lingo1	84894
ENSRNOG00000001622	Impg2	50939
ENSRNOG00000047089	Alkbh7	84266
ENSRNOG00000015495	Slc25a37	51312
ENSRNOG00000050188	AABR07030603.1	26207
ENSRNOG00000013340	Twsg1	57045
ENSRNOG00000008219	Ccdc33	80125
ENSRNOG00000008881	Mmp1b	4312
ENSRNOG00000002128	Ppat	5471
ENSRNOG00000014011	Dll4	54567
ENSRNOG00000024591	Hs3st3a1	9955
ENSRNOG00000031834	Nkain4	128414
ENSRNOG00000050713	LOC108348050	29761
ENSRNOG00000010083	Prpsap1	5635
ENSRNOG00000010024	Cyb5r4	51167
ENSRNOG00000010799	Noct	25819
ENSRNOG00000051590	LOC690352	339804
ENSRNOG00000018816	Cox5a	9377
ENSRNOG00000000480	Phf1	5252
ENSRNOG00000018863	Abcc10	89845
ENSRNOG00000031397	Stk32b	55351
ENSRNOG00000000532	Cmtr1	23070
ENSRNOG00000020848	Coq8b	79934
ENSRNOG00000015491	Rcl1	10171
ENSRNOG00000009152	Caprin1	4076
ENSRNOG00000000065	Pde6b	5158
ENSRNOG00000048891	Prr14l	253143
ENSRNOG00000009302	Zfp623	9831
ENSRNOG00000059618	Scarf1	8578
ENSRNOG00000050534	Gcnt1	2650
ENSRNOG00000021260	Prnd	23627
ENSRNOG00000011074	Calcb	797
ENSRNOG00000005276	Csnk2a1	1457
ENSRNOG00000005276	Csnk2a1	283106
ENSRNOG00000025372	Glce	26035
ENSRNOG00000015858	Hyal1	3373
ENSRNOG00000004458	Ston2	85439
ENSRNOG00000002894	Mnt	4335
ENSRNOG00000050119	Try10	5646
ENSRNOG00000012515	Olr1630	79317
ENSRNOG00000010819	Hspa4l	22824
ENSRNOG00000022313	Klk9	284366
ENSRNOG00000049052	Sgk3	23678
ENSRNOG00000049052	Sgk3	100533105
ENSRNOG00000029755	Olr199	196335
ENSRNOG00000014266	RGD1560730	117195
ENSRNOG00000014266	RGD1560730	117196
ENSRNOG00000033673	AABR07061532.1	4282
ENSRNOG00000045943	Rnf170	81790
ENSRNOG00000037171	Tdgf1	6997
ENSRNOG00000005830	Fam19a4	151647
ENSRNOG00000054063	Naa80	24142
ENSRNOG00000019510	Tm4sf5	9032
ENSRNOG00000031593	Nanos3	342977
ENSRNOG00000008399	Dcaf4	138009
ENSRNOG00000002797	Gpr156	165829
ENSRNOG00000007532	RGD1305178	51759
ENSRNOG00000024402	Focad	54914
ENSRNOG00000004298	Dpys	1807
ENSRNOG00000005290	Ywhae	7531
ENSRNOG00000056631	AABR07038021.1	389840
ENSRNOG00000016857	Zg16	653808
ENSRNOG00000024678	Izumo1	284359
ENSRNOG00000018111	Slc12a5	57468
ENSRNOG00000057031	Six3	6496
ENSRNOG00000026643	Chordc1	26973
ENSRNOG00000059663	Rufy2	55680
ENSRNOG00000047781	Slc25a23	79085
ENSRNOG00000014719	Snx19	399979
ENSRNOG00000021053	Lsr	51599
ENSRNOG00000009492	Trmo	51531
ENSRNOG00000058827	Six2	10736
ENSRNOG00000015577	Lpar6	10161
ENSRNOG00000043425	AC126572.4	285955
ENSRNOG00000043425	AC126572.4	102723555
ENSRNOG00000053635	Zkscan8	7745
ENSRNOG00000019924	Thop1	7064
ENSRNOG00000002960	Ndp	4693
ENSRNOG00000047478	Olr413	26219
ENSRNOG00000000398	Zup1	221302
ENSRNOG00000051691	Gjd3	125111
ENSRNOG00000014865	LOC100912483	388327
ENSRNOG00000004883	Erh	2079
ENSRNOG00000029280	Gpaa1	8733
ENSRNOG00000038155	LOC100912990	245908
ENSRNOG00000038155	LOC100912990	504180
ENSRNOG00000018735	Cd74	972
ENSRNOG00000050200	Kdm3b	51780
ENSRNOG00000027990	Crip1	1396
ENSRNOG00000014861	Rnf183	138065
ENSRNOG00000021160	Hormad1	84072
ENSRNOG00000016638	Gnb1	2782
ENSRNOG00000061740	LOC103694876	6598
ENSRNOG00000050881	LOC100910581	221908
ENSRNOG00000055917	Trim27	5987
ENSRNOG00000030932	Zfp14	57677
ENSRNOG00000010181	Clec4d	338339
ENSRNOG00000055010	Axin2	8313
ENSRNOG00000046254	Adgre1	2015
ENSRNOG00000015780	Rcn2	5955
ENSRNOG00000024536	AABR07032338.1	147372
ENSRNOG00000049696	LOC103689994	345895
ENSRNOG00000016804	Il25	64806
ENSRNOG00000055156	LOC103694380	7124
ENSRNOG00000020990	Fgf21	26291
ENSRNOG00000055498	Derl3	91319
ENSRNOG00000029805	AABR07002774.2	388558
ENSRNOG00000017366	Olr193	120793
ENSRNOG00000057186	Kctd5	54442
ENSRNOG00000022247	Nr2c2ap	126382
ENSRNOG00000002134	Gbp6	163351
ENSRNOG00000025074	Fgg	2266
ENSRNOG00000007546	Asns	440
ENSRNOG00000022521	Ddias	220042
ENSRNOG00000042598	LOC100909977	961
ENSRNOG00000021255	Smox	54498
ENSRNOG00000014027	RGD1304728	9851
ENSRNOG00000008674	Prdm11	56981
ENSRNOG00000010038	Psmc5	5705
ENSRNOG00000037275	Tlcd2	727910
ENSRNOG00000014475	Slc31a1	1317
ENSRNOG00000009377	Nelfb	25920
ENSRNOG00000018211	Urod	7389
ENSRNOG00000009686	Aqp7	364
ENSRNOG00000009686	Aqp7	112267859
ENSRNOG00000008534	Dusp15	128853
ENSRNOG00000036894	Cisd3	284106
ENSRNOG00000051823	Zkscan4	387032
ENSRNOG00000004278	Dlx3	1747
ENSRNOG00000029977	Nat3	9
ENSRNOG00000006980	Vcpip1	80124
ENSRNOG00000049402	Nbl1	4681
ENSRNOG00000049402	Nbl1	100532736
ENSRNOG00000018664	Klk7	5650
ENSRNOG00000007692	Ift52	51098
ENSRNOG00000009221	Cdcp2	200008
ENSRNOG00000008090	Txndc12	51060
ENSRNOG00000021266	Prokr2	128674
ENSRNOG00000033508	Mink1	50488
ENSRNOG00000007687	Sema7a	8482
ENSRNOG00000006087	Rnf20	56254
ENSRNOG00000000390	LOC100910755	55680
ENSRNOG00000004461	NEWGENE_6497122	114984
ENSRNOG00000020935	Capn1	823
ENSRNOG00000012689	Opn5	221391
ENSRNOG00000043292	Actbl2	345651
ENSRNOG00000048080	AC127963.1	6143
ENSRNOG00000014155	Spart	23111
ENSRNOG00000060662	Pou4f1	5457
ENSRNOG00000017030	Arid1b	57492
ENSRNOG00000061690	Sycp2	10388
ENSRNOG00000003566	Apoh	350
ENSRNOG00000004992	Rab1a	5861
ENSRNOG00000047697	Ggt1	91227
ENSRNOG00000019712	Ints11	54973
ENSRNOG00000050805	LOC102550456	81628
ENSRNOG00000022273	Rfk	55312
ENSRNOG00000028302	Smarcb1	6598
ENSRNOG00000036685	Npb	256933
ENSRNOG00000027357	Sox17	64321
ENSRNOG00000012840	Sparc	6678
ENSRNOG00000021011	Fut2	2524
ENSRNOG00000016364	Gba2	57704
ENSRNOG00000038166	Ptgr2	145482
ENSRNOG00000029885	Stag2	10735
ENSRNOG00000011659	Alpk3	57538
ENSRNOG00000011909	Rasa2	5922
ENSRNOG00000009084	Rpusd3	285367
ENSRNOG00000009956	Wnk1	65125
ENSRNOG00000017628	Tagln	6876
ENSRNOG00000014373	Trim66	9866
ENSRNOG00000002852	Myo19	80179
ENSRNOG00000019971	Kxd1	79036
ENSRNOG00000011112	Fam161b	145483
ENSRNOG00000014928	Apba1	320
ENSRNOG00000012618	Efhb	151651
ENSRNOG00000004941	Gpn1	11321
ENSRNOG00000018790	Kcnh4	23415
ENSRNOG00000015268	Plpp6	403313
ENSRNOG00000029528	Cbs	102724560
ENSRNOG00000007486	Atg7	10533
ENSRNOG00000016596	Hspa4	3308
ENSRNOG00000024631	Chadl	150356
ENSRNOG00000057760	Stil	6491
ENSRNOG00000014436	Ppip5k1	9677
ENSRNOG00000032297	Msmo1	6307
ENSRNOG00000003544	Tbx4	9496
ENSRNOG00000010880	Gpr27	2850
ENSRNOG00000022937	Bpifc	254240
ENSRNOG00000032908	Acaa1a	30
ENSRNOG00000032728	LOC689230	1475
ENSRNOG00000016062	Snta1	6640
ENSRNOG00000037295	Poc1a	25886
ENSRNOG00000020304	Pdcd11	22984
ENSRNOG00000003679	Med13	9969
ENSRNOG00000000540	Btbd9	114781
ENSRNOG00000030093	Defa5	1671
ENSRNOG00000030093	Defa5	1670
ENSRNOG00000050108	LOC100911319	678
ENSRNOG00000060105	Astn2	23245
ENSRNOG00000004276	Itga3	3675
ENSRNOG00000060355	Hist1h1b	3009
ENSRNOG00000043192	Hacd1	9200
ENSRNOG00000005235	Fam209a	388799
ENSRNOG00000021027	Dbp	1628
ENSRNOG00000021475	Ldah	60526
ENSRNOG00000021347	Mthfd2l	441024
ENSRNOG00000020421	Fndc7	163479
ENSRNOG00000017071	Babam1	29086
ENSRNOG00000028441	Zfp280b	140883
ENSRNOG00000010626	Sphk1	8877
ENSRNOG00000021268	Shld1	149840
ENSRNOG00000048623	LOC100911564	27232
ENSRNOG00000048623	LOC100911564	107080644
ENSRNOG00000005479	Slc1a2	6506
ENSRNOG00000055300	Ncapd2	9918
ENSRNOG00000024482	Tnrc18	84629
ENSRNOG00000056223	Tfb1m	51106
ENSRNOG00000008356	Myo5c	55930
ENSRNOG00000022173	Gatad2a	54815
ENSRNOG00000015430	Nlgn2	57555
ENSRNOG00000010427	Ipo7	10527
ENSRNOG00000005196	Slc12a6	9990
ENSRNOG00000026813	AABR07044933.1	102157402
ENSRNOG00000026866	Syn3	8224
ENSRNOG00000006394	Tbc1d10a	83874
ENSRNOG00000049025	LOC100911372	6194
ENSRNOG00000021403	Rhob	388
ENSRNOG00000039877	Smim11	54065
ENSRNOG00000018375	Eif2b3	8891
ENSRNOG00000011690	Rmdn3	55177
ENSRNOG00000003243	Wdr81	124997
ENSRNOG00000024104	Mbd1	4152
ENSRNOG00000013570	Rad54l2	23132
ENSRNOG00000060806	Drd3	1814
ENSRNOG00000010649	Ctnnd2	1501
ENSRNOG00000001973	Ugt2a3	79799
ENSRNOG00000022806	Mageb4	158809
ENSRNOG00000004290	Grb10	2887
ENSRNOG00000007775	Cmpk1	51727
ENSRNOG00000017808	Klf15	28999
ENSRNOG00000003114	B4galt4	8702
ENSRNOG00000025910	Hccs	3052
ENSRNOG00000042927	Sbk3	100130827
ENSRNOG00000015139	F12	2161
ENSRNOG00000058645	Tnc	3371
ENSRNOG00000024918	Fam229b	619208
ENSRNOG00000032539	Spag8	26206
ENSRNOG00000018371	Tubb6	84617
ENSRNOG00000008078	Kcnh6	81033
ENSRNOG00000016346	Prkcd	5580
ENSRNOG00000003728	Xylt2	64132
ENSRNOG00000046864	Acot4	122970
ENSRNOG00000019229	Fbl	2091
ENSRNOG00000042340	LOC679894	57187
ENSRNOG00000021063	Grin2d	2906
ENSRNOG00000021016	Ntn5	126147
ENSRNOG00000012510	Olr1627	81127
ENSRNOG00000009797	Aqp3	360
ENSRNOG00000032561	Slc52a2	55065
ENSRNOG00000021839	Cep126	57562
ENSRNOG00000051569	AABR07031918.1	3781
ENSRNOG00000006046	Gdf7	151449
ENSRNOG00000003599	Utp3	57050
ENSRNOG00000003721	Paqr4	124222
ENSRNOG00000010078	Spag1	6674
ENSRNOG00000008634	Cc2d1b	200014
ENSRNOG00000001404	Agfg2	3268
ENSRNOG00000010280	Pde8b	8622
ENSRNOG00000013867	Fgf1	2246
ENSRNOG00000037604	Ascc3	10973
ENSRNOG00000004103	Trappc6b	122553
ENSRNOG00000026514	Wdr93	56964
ENSRNOG00000017805	Duoxa2	405753
ENSRNOG00000007778	Alox15b	247
ENSRNOG00000019187	Dnajb7	150353
ENSRNOG00000029366	Prrt2	112476
ENSRNOG00000007967	Sdhb	6390
ENSRNOG00000038793	Spink13	153218
ENSRNOG00000037231	Pla2g4d	283748
ENSRNOG00000054151	Pus10	150962
ENSRNOG00000006717	Ankrd26	342850
ENSRNOG00000029095	Trabd	80305
ENSRNOG00000007759	Foxd2	2306
ENSRNOG00000007629	Sf3a3	10946
ENSRNOG00000060206	Zfp592	9640
ENSRNOG00000023122	AABR07058476.1	80833
ENSRNOG00000023122	AABR07058476.1	80832
ENSRNOG00000023122	AABR07058476.1	23780
ENSRNOG00000023122	AABR07058476.1	8542
ENSRNOG00000025953	LOC681006	143379
ENSRNOG00000025603	Adgrf2	222611
ENSRNOG00000017208	Cspg4	1464
ENSRNOG00000026786	Il3	3562
ENSRNOG00000024437	Blcap	10904
ENSRNOG00000001114	Wipi2	26100
ENSRNOG00000008003	Olr434	392391
ENSRNOG00000008626	Manea	79694
ENSRNOG00000056596	Alas1	211
ENSRNOG00000016678	Angptl2	23452
ENSRNOG00000016910	Ralgps1	9649
ENSRNOG00000052425	AABR07022635.1	36
ENSRNOG00000021261	Rassf2	9770
ENSRNOG00000042916	Rwdd1	51389
ENSRNOG00000010463	Cpa4	51200
ENSRNOG00000014010	Gfra2	2675
ENSRNOG00000043037	Zfp770	54989
ENSRNOG00000033057	AABR07025010.1	2597
ENSRNOG00000010805	Fabp4	2167
ENSRNOG00000004171	Dnah9	1770
ENSRNOG00000019990	Rex1bd	55049
ENSRNOG00000037715	RGD1560854	284325
ENSRNOG00000012140	Cep89	84902
ENSRNOG00000011745	Psma1	5682
ENSRNOG00000015866	Hint2	84681
ENSRNOG00000000060	Cplx1	10815
ENSRNOG00000019097	Bap1	8314
ENSRNOG00000029069	Olr416	138883
ENSRNOG00000000481	Cuta	51596
